Roll No,Institute,Current Semester,Gender,Admission Cast Category,Religion,Permanent District,Total Fees,Last Exam,Last Exam Percentage,Last Exam Passing,Last Exam Board/Uni.,Specialisation,Churn,student_status_new,data,is_churned,Churn Label
26BCA45031,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,58.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45032,BPCCS,6,Male,OPEN,Muslim,BHAVNAGAR,18000,HSC,72.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45033,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,64.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45034,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,66.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45035,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,57.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45036,BPCCS,4,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,40.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45037,BPCCS,6,Male,SEBC,Hindu,SURENDRANAGAR,18000,HSC,74.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45038,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,64.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45039,BPCCS,6,Male,SEBC,Muslim,GANDHINAGAR,18000,HSC,49.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45040,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,65.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45041,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,44.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45042,BPCCS,4,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,56.8,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45043,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,51.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45044,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,67.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45045,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,68.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45046,BPCCS,5,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,43.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45047,BPCCS,6,Female,OPEN,Hindu,JAMNAGAR,18000,HSC,45.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45048,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,47.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45049,BPCCS,6,Male,SEBC,Hindu,BANASKANTHA,18000,HSC,59.9,2022-23,G.H.S.E.B,SCIENCE,0,active,Not Churn,0,Active
26BCA45050,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,76.6,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45051,BPCCS,6,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,62.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45052,BPCCS,6,Male,SCST,Hindu,AHMEDABAD,18000,HSC,53.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45053,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,75.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45054,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,40.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45055,BPCCS,6,Male,OPEN,Hindu,KUTCH,18000,HSC,51.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45056,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,48.0,2022-23,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45057,BPCCS,6,Female,SEBC,Hindu,MEHSANA,18000,HSC,83.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45058,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,50.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45059,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,55.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45060,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,45.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45061,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,69.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45062,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,51.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45063,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,48.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45064,BPCCS,6,Female,OBC,Hindu,GANDHINAGAR,18000,HSC,53.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45065,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,55.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45066,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,56.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45067,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,72.9,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45068,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,49.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45069,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,59.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45070,BPCCS,6,Male,OBC,Hindu,SURENDRANAGAR,18000,HSC,52.8,2021-22,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45071,BPCCS,6,Female,OBC,Muslim,GANDHINAGAR,18000,HSC,61.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45072,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,68.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45073,BPCCS,6,Female,OBC,Hindu,AHMEDABAD,18000,HSC,50.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45074,BPCCS,6,Female,OPEN,Hindu,RAJKOT,18000,HSC,82.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45075,BPCCS,6,Male,OPEN,Hindu,JAMNAGAR,18000,HSC,75.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45076,BPCCS,6,Male,OPEN,Hindu,DUNGARPUR,18000,HSC,79.0,2023-24,G.H.S.E.B,SCIENCE,0,active,Not Churn,0,Active
26BCA45077,BPCCS,6,Female,SEBC,Hindu,SURENDRANAGAR,18000,HSC,68.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45078,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,71.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45079,BPCCS,6,Male,OPEN,Hindu,SURAT,18000,HSC,68.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45080,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45081,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,57.6,2023-24,CBSE,SCIENCE,0,active,Not Churn,0,Active
26BCA45082,BPCCS,4,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,56.1,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45083,BPCCS,5,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,32.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45084,BPCCS,6,Female,OPEN,Hindu,SURENDRANAGAR,18000,HSC,81.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45085,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,63.0,2022-23,CBSE,COMMERCE,0,active,Not Churn,0,Active
26BCA45086,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,37.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45087,BPCCS,6,Male,OPEN,Hindu,SURAT,18000,HSC,68.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45088,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,46.7,2022-23,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45089,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,67.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45090,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,56.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45091,BPCCS,6,Male,OBC,Hindu,BANASKANTHA,18000,HSC,59.3,2023-24,G.H.S.E.B,SCIENCE,0,active,Not Churn,0,Active
26BCA45092,BPCCS,6,Male,OPEN,Hindu,ARVALLI,18000,HSC,69.9,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45093,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,75.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45094,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,59.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45095,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,53.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45096,BPCCS,2,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,42.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45097,BPCCS,6,Female,SEBC,Hindu,SURENDRANAGAR,18000,HSC,68.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45098,BPCCS,2,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,42.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45099,BPCCS,6,Male,SEBC,Hindu,BOTAD,18000,HSC,76.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45100,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,85.8,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45101,BPCCS,6,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,57.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45102,BPCCS,6,Female,SEBC,Hindu,MAHISAGAR,18000,HSC,79.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45103,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,69.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45104,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,65.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45105,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,70.7,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45106,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45107,BPCCS,6,Female,OPEN,Muslim,MORBI,18000,HSC,63.7,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45108,BPCCS,6,Female,OBC,Hindu,GANDHINAGAR,18000,HSC,89.5,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45109,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,68.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45110,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,52.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45111,BPCCS,6,Male,OPEN,Hindu,MEHSANA,18000,HSC,68.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45112,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,51.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45113,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,63.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45114,BPCCS,6,Female,OPEN,Hindu,SURENDRANAGAR,18000,HSC,80.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45115,BPCCS,6,Male,OPEN,Hindu,AMRELI,18000,HSC,68.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45116,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.7,2022-23,G.H.S.E.B,SCIENCE,0,active,Not Churn,0,Active
26BCA45117,BPCCS,6,Female,OPEN,Hindu,KUTCH,18000,HSC,65.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45118,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,43.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45119,BPCCS,6,Male,OBC,Hindu,PATAN,18000,HSC,62.9,2022-23,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45120,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,70.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45121,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,65.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45122,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,66.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45123,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,51.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45124,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,77.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45125,BPCCS,6,Male,OBC,Hindu,AHMEDABAD,18000,HSC,48.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45126,BPCCS,6,Male,OBC,Hindu,BANASKANTHA,18000,HSC,56.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45127,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,42.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45128,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,39.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45129,BPCCS,6,Female,SEBC,Hindu,BOTAD,18000,HSC,59.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45130,BPCCS,6,Female,SCST,Hindu,GANDHINAGAR,18000,HSC,80.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45131,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,64.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45132,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,57.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45133,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,54.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45134,BPCCS,6,Female,OPEN,Hindu,RAJKOT,18000,HSC,80.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45135,BPCCS,2,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,48.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45136,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,68.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45137,BPCCS,6,Male,OPEN,Hindu,BOTAD,18000,HSC,58.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45138,BPCCS,6,Female,SEBC,Hindu,SURENDRANAGAR,18000,HSC,90.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45139,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,45.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45140,BPCCS,6,Male,SCST,Hindu,KHEDA,18000,HSC,45.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45141,BPCCS,6,Female,OPEN,Hindu,SURENDRANAGAR,18000,HSC,69.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45142,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,54.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45143,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,57.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45144,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,70.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45145,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,65.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45146,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,44.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45147,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,66.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45148,BPCCS,6,Male,OPEN,Hindu,DUNGARPUR,18000,HSC,79.0,2023-24,G.H.S.E.B,SCIENCE,0,active,Not Churn,0,Active
26BCA45149,BPCCS,6,Female,SCST,Hindu,AHMEDABAD,18000,HSC,73.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45150,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,38.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45151,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,73.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45152,BPCCS,6,Male,OPEN,Hindu,KUTCH,18000,HSC,56.4,2023-24,CBSE,COMMERCE,0,active,Not Churn,0,Active
26BCA45153,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,52.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45154,BPCCS,6,Female,OPEN,Hindu,KUTCH,18000,HSC,65.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45155,BPCCS,6,Male,SEBC,Hindu,GANDHINAGAR,18000,HSC,56.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45156,BPCCS,6,Female,OPEN,Muslim,MEHSANA,18000,HSC,68.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45157,BPCCS,6,Female,OBC,Hindu,SURENDRANAGAR,18000,HSC,67.4,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45158,BPCCS,5,Male,SEBC,Hindu,AHMEDABAD,18000,HSC,42.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45159,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,62.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45160,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,75.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45161,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,45.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45162,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,70.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45163,BPCCS,6,Male,OPEN,Hindu,ARVALLI,18000,HSC,70.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45164,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,62.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45165,BPCCS,6,Male,OPEN,Hindu,MORBI,18000,HSC,53.7,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45166,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,74.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45167,BPCCS,6,Female,OBC,Hindu,GANDHINAGAR,18000,HSC,91.4,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45168,BPCCS,6,Male,OPEN,Muslim,MORBI,18000,HSC,75.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45169,BPCCS,6,Female,SEBC,Hindu,AHMEDABAD,18000,HSC,65.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45170,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,43.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45171,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,46.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45172,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,44.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45173,BPCCS,6,Male,OPEN,Muslim,GANDHINAGAR,18000,HSC,52.6,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45174,BPCCS,6,Male,SCST,Hindu,GANDHINAGAR,18000,HSC,43.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45175,BPCCS,6,Female,OPEN,Hindu,SURENDRANAGAR,18000,HSC,82.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45176,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,80.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45177,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,56.7,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45178,BPCCS,6,Male,OPEN,Hindu,GANDHINAGAR,18000,HSC,58.2,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45179,BPCCS,5,Male,OBC,Hindu,GANDHINAGAR,18000,HSC,54.1,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45180,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,65.3,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45181,BPCCS,4,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,41.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45182,BPCCS,6,Male,OPEN,Hindu,SURAT,18000,HSC,68.9,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45183,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,76.4,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45184,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,63.7,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45185,BPCCS,6,Male,OPEN,Hindu,AHMEDABAD,18000,HSC,57.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45186,BPCCS,6,Male,SCST,Hindu,ARVALLI,18000,HSC,75.1,2023-24,G.H.S.E.B,ARTS,0,active,Not Churn,0,Active
26BCA45187,BPCCS,6,Male,OPEN,Hindu,JUNAGADH,18000,HSC,50.6,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45188,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,79.4,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45189,BPCCS,6,Female,OPEN,Hindu,AHMEDABAD,18000,HSC,77.9,2022-23,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45190,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,60.5,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45191,BPCCS,6,Female,SEBC,Hindu,GANDHINAGAR,18000,HSC,67.0,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45192,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,HSC,73.8,2023-24,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45193,BPCCS,6,Male,OBC,Hindu,SURENDRANAGAR,18000,HSC,52.8,2021-22,G.H.S.E.B,COMMERCE,0,active,Not Churn,0,Active
26BCA45194,BPCCS,6,Female,OPEN,Hindu,GANDHINAGAR,18000,SSC,86.3,2021-22,GSEB,COMMERCE,0,active,Not Churn,0,Active
